date;valuation;cashIn;cashOut
2022-01-22;11 144 402,10;0,00;0,00
2022-01-23;11 144 402,10;0,00;0,00
2022-01-24;11 446 986,90;0,00;0,00
2022-01-25;11 469 235,70;0,00;0,00
2022-01-26;11 670 267,30;0,00;0,00
2022-01-27;10 730 083,30;0,00;0,00
2022-01-28;10 726 306,10;0,00;0,00
2022-01-29;10 726 306,10;0,00;0,00
2022-01-30;10 726 306,10;0,00;0,00
2022-01-31;10 572 589,45;0,00;0,00
2022-02-01;10 410 886,65;0,00;0,00
2022-02-02;10 296 677,45;0,00;0,00
2022-02-03;10 188 631,05;0,00;0,00
2022-02-04;10 152 126,05;0,00;0,00
2022-02-05;10 152 126,05;0,00;0,00
2022-02-06;10 152 126,05;0,00;0,00
2022-02-07;10 165 830,65;0,00;0,00
2022-02-08;10 095 953,85;0,00;0,00
2022-02-09;9 948 056,45;0,00;0,00
2022-02-10;10 007 077,65;0,00;0,00
2022-02-11;10 287 293,25;0,00;0,00
2022-02-12;10 287 293,25;0,00;0,00
2022-02-13;10 287 293,25;0,00;0,00
2022-02-14;10 782 939,45;0,00;0,00
2022-02-15;10 214 909,05;0,00;0,00
2022-02-16;10 194 179,25;0,00;0,00
2022-02-17;10 557 994,45;0,00;0,00
2022-02-18;10 724 796,05;0,00;0,00
2022-02-19;10 724 796,05;0,00;0,00
2022-02-20;10 724 796,05;0,00;0,00
2022-02-21;11 370 100,85;0,00;0,00
2022-02-22;11 495 790,05;0,00;0,00
2022-02-23;11 997 695,65;0,00;0,00
2022-02-24;13 887 002,65;0,00;0,00
2022-02-25;12 413 901,65;0,00;0,00
2022-02-26;12 413 901,65;0,00;0,00
2022-02-27;12 413 901,65;0,00;0,00
2022-02-28;16 087 580,66;0,00;0,00
2022-03-01;17 458 180,66;0,00;0,00
2022-03-02;18 998 947,66;0,00;0,00
2022-03-03;16 645 274,46;0,00;0,00
2022-03-04;18 887 326,40;0,00;0,00
2022-03-05;18 887 326,40;0,00;0,00
2022-03-06;18 887 326,40;0,00;0,00
2022-03-07;18 887 326,40;0,00;0,00
2022-03-08;18 887 326,40;0,00;0,00
2022-03-09;20 730 706,40;0,00;0,00
2022-03-10;20 677 615,20;0,00;0,00
2022-03-11;20 330 415,20;0,00;0,00
2022-03-12;20 330 415,20;0,00;0,00
2022-03-13;20 330 415,20;0,00;0,00
2022-03-14;20 144 690,80;0,00;0,00
2022-03-15;19 855 867,00;0,00;0,00
2022-03-16;19 757 304,80;0,00;0,00
2022-03-17;19 497 444,80;0,00;0,00
2022-03-18;19 469 124,80;0,00;0,00
2022-03-19;19 469 124,80;0,00;0,00
2022-03-20;19 469 124,80;0,00;0,00
2022-03-21;19 420 764,80;0,00;0,00
2022-03-22;19 417 644,80;0,00;0,00
2022-03-23;19 155 504,80;0,00;0,00
2022-03-24;18 976 764,80;0,00;0,00
2022-03-25;18 974 064,80;0,00;0,00
2022-03-26;18 974 064,80;0,00;0,00
2022-03-27;18 974 064,80;0,00;0,00
2022-03-28;18 608 566,61;0,00;0,00
2022-03-29;18 157 790,07;0,00;0,00
2022-03-30;18 114 449,05;0,00;0,00
2022-03-31;18 176 381,46;0,00;0,00
2022-04-01;18 216 012,89;0,00;0,00
2022-04-02;18 218 302,89;0,00;0,00
2022-04-03;18 220 522,89;0,00;0,00
2022-04-04;18 132 732,89;0,00;0,00
2022-04-05;18 136 362,89;0,00;0,00
2022-04-06;17 623 352,89;0,00;0,00
2022-04-07;17 190 115,77;0,00;0,00
2022-04-08;17 250 135,77;0,00;0,00
2022-04-09;17 252 415,77;0,00;0,00
2022-04-10;17 254 635,77;0,00;0,00
2022-04-11;17 686 835,77;0,00;0,00
2022-04-12;17 728 805,77;0,00;0,00
2022-04-13;17 795 875,77;0,00;0,00
2022-04-14;17 823 175,77;0,00;0,00
2022-04-15;17 801 285,77;0,00;0,00
2022-04-16;17 803 505,77;0,00;0,00
2022-04-17;17 805 805,77;0,00;0,00
2022-04-18;17 770 615,77;0,00;0,00
2022-04-19;17 632 305,77;0,00;0,00
2022-04-20;17 407 718,82;0,00;0,00
2022-04-21;17 216 208,82;0,00;0,00
2022-04-22;17 345 518,82;0,00;0,00
2022-04-23;17 348 358,82;0,00;0,00
2022-04-24;17 351 238,82;0,00;0,00
2022-04-25;17 053 071,82;0,00;0,00
2022-04-26;17 045 201,82;0,00;0,00
2022-04-27;17 047 694,82;0,00;0,00
2022-04-28;16 960 900,62;0,00;0,00
2022-04-29;16 954 052,75;0,00;0,00
2022-04-30;16 956 942,75;0,00;0,00
2022-05-01;16 959 822,75;0,00;0,00
2022-05-02;16 962 702,75;0,00;0,00
2022-05-03;16 965 552,75;0,00;0,00
2022-05-04;16 381 284,75;0,00;0,00
2022-05-05;16 397 881,08;0,00;0,00
2022-05-06;16 687 150,07;0,00;0,00
2022-05-07;16 690 000,07;0,00;0,00
2022-05-08;16 692 880,07;0,00;0,00
2022-05-09;16 695 637,51;0,00;0,00
2022-05-10;16 698 354,87;0,00;0,00
2022-05-11;16 278 159,58;0,00;0,00
2022-05-12;15 766 356,76;0,00;0,00
2022-05-13;15 767 982,85;0,00;0,00
2022-05-14;15 770 862,85;0,00;0,00
2022-05-15;15 773 712,85;0,00;0,00
2022-05-16;15 696 842,95;0,00;0,00
2022-05-17;15 735 325,95;0,00;0,00
2022-05-18;15 697 911,79;0,00;0,00
2022-05-19;15 578 378,81;0,00;0,00
2022-05-20;15 430 648,50;0,00;0,00
2022-05-21;15 432 978,50;0,00;0,00
2022-05-22;15 435 268,50;0,00;0,00
2022-05-23;15 249 877,93;0,00;0,00
2022-05-24;15 171 707,93;0,00;0,00
2022-05-25;15 759 520,93;0,00;0,00
2022-05-26;16 166 620,93;0,00;0,00
2022-05-27;16 299 030,93;0,00;0,00
2022-05-28;16 300 520,93;0,00;0,00
2022-05-29;16 302 040,93;0,00;0,00
2022-05-30;15 843 010,93;0,00;0,00
2022-05-31;15 835 990,50;0,00;0,00
2022-06-01;15 729 770,50;0,00;0,00
2022-06-02;15 769 100,50;0,00;0,00
2022-06-03;15 820 290,50;0,00;0,00
2022-06-04;15 821 800,50;0,00;0,00
2022-06-05;15 823 290,50;0,00;0,00
2022-06-06;15 774 430,50;0,00;0,00
2022-06-07;15 769 580,50;0,00;0,00
2022-06-08;15 615 095,73;0,00;0,00
2022-06-09;15 618 774,48;0,00;0,00
2022-06-10;15 399 567,35;0,00;0,00
2022-06-11;15 400 387,35;0,00;0,00
2022-06-12;15 401 207,35;0,00;0,00
2022-06-13;15 401 830,35;0,00;0,00
2022-06-14;15 022 725,95;0,00;0,00
2022-06-15;15 121 018,55;0,00;0,00
2022-06-16;15 153 563,35;0,00;0,00
2022-06-17;14 952 228,95;0,00;0,00
2022-06-18;14 953 068,95;0,00;0,00
2022-06-19;14 953 868,95;0,00;0,00
2022-06-20;14 930 134,26;0,00;0,00
2022-06-21;14 622 454,26;0,00;0,00
2022-06-22;14 529 214,26;0,00;0,00
2022-06-23;14 507 233,97;0,00;0,00
2022-06-24;14 683 893,97;0,00;0,00
2022-06-25;14 684 713,97;0,00;0,00
2022-06-26;14 685 533,97;0,00;0,00
2022-06-27;14 552 873,97;0,00;0,00
2022-06-28;14 287 853,97;0,00;0,00
2022-06-29;14 919 625,97;0,00;0,00
2022-06-30;14 583 593,32;0,00;0,00
2022-07-01;15 881 765,11;0,00;0,00
2022-07-02;15 881 765,11;0,00;0,00
2022-07-03;15 881 765,11;0,00;0,00
2022-07-04;15 805 665,11;0,00;0,00
2022-07-05;16 530 565,11;0,00;0,00
2022-07-06;16 879 165,11;0,00;0,00
2022-07-07;16 666 165,11;0,00;0,00
2022-07-08;16 406 865,11;0,00;0,00
2022-07-09;16 406 865,11;0,00;0,00
2022-07-10;16 406 865,11;0,00;0,00
2022-07-11;16 032 665,11;0,00;0,00
2022-07-12;15 972 465,11;0,00;0,00
2022-07-13;15 835 865,11;0,00;0,00
2022-07-14;15 786 965,11;0,00;0,00
2022-07-15;15 720 765,11;0,00;0,00
2022-07-16;15 720 765,11;0,00;0,00
2022-07-17;15 720 765,11;0,00;0,00
2022-07-18;15 570 665,11;0,00;0,00
2022-07-19;15 435 730,73;0,00;0,00
2022-07-20;15 255 730,73;0,00;0,00
2022-07-21;15 752 610,06;0,00;0,00
2022-07-22;15 803 570,06;0,00;0,00
2022-07-23;15 803 570,06;0,00;0,00
2022-07-24;15 803 570,06;0,00;0,00
2022-07-25;15 888 130,06;0,00;0,00
2022-07-26;16 296 610,06;0,00;0,00
2022-07-27;16 134 290,06;0,00;0,00
2022-07-28;16 248 690,06;0,00;0,00
2022-07-29;16 424 297,85;0,00;0,00
2022-07-30;16 424 297,85;0,00;0,00
2022-07-31;16 424 297,85;0,00;0,00
2022-08-01;16 186 777,85;0,00;0,00
2022-08-02;16 136 377,85;0,00;0,00
2022-08-03;16 149 177,85;0,00;0,00
2022-08-04;16 112 377,85;0,00;0,00
2022-08-05;16 201 977,85;0,00;0,00
2022-08-06;16 201 977,85;0,00;0,00
2022-08-07;16 201 977,85;0,00;0,00
2022-08-08;16 181 977,85;0,00;0,00
2022-08-09;16 099 577,85;0,00;0,00
2022-08-10;16 232 377,85;0,00;0,00
2022-08-11;16 181 177,85;0,00;0,00
2022-08-12;16 156 377,85;0,00;0,00
2022-08-13;16 156 377,85;0,00;0,00
2022-08-14;16 156 377,85;0,00;0,00
2022-08-15;16 184 377,85;0,00;0,00
2022-08-16;16 136 377,85;0,00;0,00
2022-08-17;16 081 177,85;0,00;0,00
2022-08-18;15 965 177,85;0,00;0,00
2022-08-19;15 848 377,85;0,00;0,00
2022-08-20;15 848 377,85;0,00;0,00
2022-08-21;15 848 377,85;0,00;0,00
2022-08-22;15 931 517,36;0,00;0,00
2022-08-23;15 952 597,36;0,00;0,00
2022-08-24;15 996 421,14;0,00;0,00
2022-08-25;16 049 462,99;0,00;0,00
2022-08-26;16 041 289,99;0,00;0,00
2022-08-27;16 041 289,99;0,00;0,00
2022-08-28;16 041 289,99;0,00;0,00
2022-08-29;15 993 025,99;0,00;0,00
2022-08-30;15 937 789,99;0,00;0,00
2022-08-31;15 994 341,99;0,00;0,00
2022-09-01;15 955 697,99;0,00;0,00
2022-09-02;16 043 441,99;0,00;0,00
2022-09-03;16 043 441,99;0,00;0,00
2022-09-04;16 043 441,99;0,00;0,00
2022-09-05;16 016 895,99;0,00;0,00
2022-09-06;16 043 841,99;0,00;0,00
2022-09-07;15 981 441,99;0,00;0,00
2022-09-08;16 021 141,99;0,00;0,00
2022-09-09;16 009 341,99;0,00;0,00
2022-09-10;16 009 341,99;0,00;0,00
2022-09-11;16 009 341,99;0,00;0,00
2022-09-12;16 006 741,99;0,00;0,00
2022-09-13;15 876 341,99;0,00;0,00
2022-09-14;15 862 605,99;0,00;0,00
2022-09-15;15 818 432,99;0,00;0,00
2022-09-16;15 776 886,99;0,00;0,00
2022-09-17;15 776 886,99;0,00;0,00
2022-09-18;15 776 886,99;0,00;0,00
2022-09-19;15 784 964,99;0,00;0,00
2022-09-20;15 853 350,99;0,00;0,00
2022-09-21;15 854 293,84;0,00;0,00
2022-09-22;15 496 069,84;0,00;0,00
2022-09-23;15 221 989,84;0,00;0,00
2022-09-24;15 221 989,84;0,00;0,00
2022-09-25;15 221 989,84;0,00;0,00
2022-09-26;15 236 981,84;0,00;0,00
2022-09-27;15 275 749,84;0,00;0,00
2022-09-28;15 237 678,84;0,00;0,00
2022-09-29;15 251 258,84;0,00;0,00
2022-09-30;15 678 877,50;0,00;0,00
2022-10-01;15 678 877,50;0,00;0,00
2022-10-02;15 678 877,50;0,00;0,00
2022-10-03;15 598 877,50;0,00;0,00
2022-10-04;15 687 922,50;0,00;0,00
2022-10-05;15 965 754,50;0,00;0,00
2022-10-06;16 070 754,50;0,00;0,00
2022-10-07;15 962 754,50;0,00;0,00
2022-10-08;15 962 754,50;0,00;0,00
2022-10-09;15 962 754,50;0,00;0,00
2022-10-10;16 117 154,50;0,00;0,00
2022-10-11;16 272 154,50;0,00;0,00
2022-10-12;16 327 198,50;0,00;0,00
2022-10-13;16 201 154,50;0,00;0,00
2022-10-14;16 077 554,50;0,00;0,00
2022-10-15;16 077 554,50;0,00;0,00
2022-10-16;16 077 554,50;0,00;0,00
2022-10-17;15 954 154,50;0,00;0,00
2022-10-18;15 933 954,50;0,00;0,00
2022-10-19;15 857 754,50;0,00;0,00
2022-10-20;15 809 954,50;0,00;0,00
2022-10-21;15 649 334,50;0,00;0,00
2022-10-22;15 649 334,50;0,00;0,00
2022-10-23;15 649 334,50;0,00;0,00
2022-10-24;15 661 354,50;0,00;0,00
2022-10-25;15 767 664,50;0,00;0,00
2022-10-26;15 921 154,50;0,00;0,00
2022-10-27;15 914 666,50;0,00;0,00
2022-10-28;15 845 908,50;0,00;0,00
2022-10-29;15 845 908,50;0,00;0,00
2022-10-30;15 845 908,50;0,00;0,00
2022-10-31;15 799 421,92;0,00;0,00
2022-11-01;15 870 621,92;0,00;0,00
2022-11-02;15 831 201,92;0,00;0,00
2022-11-03;15 823 621,92;0,00;0,00
2022-11-04;15 823 621,92;0,00;0,00
2022-11-05;15 823 621,92;0,00;0,00
2022-11-06;15 823 621,92;0,00;0,00
2022-11-07;15 919 643,92;0,00;0,00
2022-11-08;15 963 041,92;0,00;0,00
2022-11-09;16 135 099,92;0,00;0,00
2022-11-10;16 105 621,92;0,00;0,00
2022-11-11;16 164 467,92;0,00;0,00
2022-11-12;16 164 467,92;0,00;0,00
2022-11-13;16 164 467,92;0,00;0,00
2022-11-14;16 235 333,92;0,00;0,00
2022-11-15;16 277 811,92;0,00;0,00
2022-11-16;16 212 631,92;0,00;0,00
2022-11-17;16 203 621,92;0,00;0,00
2022-11-18;16 195 821,92;0,00;0,00
2022-11-19;16 195 821,92;0,00;0,00
2022-11-20;16 195 821,92;0,00;0,00
2022-11-21;16 149 021,92;0,00;0,00
2022-11-22;16 140 221,92;0,00;0,00
2022-11-23;16 142 621,92;0,00;0,00
2022-11-24;16 181 721,92;0,00;0,00
2022-11-25;16 128 121,92;0,00;0,00
2022-11-26;16 128 121,92;0,00;0,00
2022-11-27;16 128 121,92;0,00;0,00
2022-11-28;16 196 731,92;0,00;0,00
2022-11-29;16 215 621,92;0,00;0,00
2022-11-30;16 309 526,21;0,00;0,00
2022-12-01;16 590 106,21;0,00;0,00
2022-12-02;16 694 726,21;0,00;0,00
2022-12-03;16 694 726,21;0,00;0,00
2022-12-04;16 694 726,21;0,00;0,00
2022-12-05;16 876 126,21;0,00;0,00
2022-12-06;16 887 526,21;0,00;0,00
2022-12-07;16 971 326,21;0,00;0,00
2022-12-08;16 975 326,21;0,00;0,00
2022-12-09;16 982 528,21;0,00;0,00
2022-12-10;16 982 528,21;0,00;0,00
2022-12-11;16 982 528,21;0,00;0,00
2022-12-12;16 992 726,21;0,00;0,00
2022-12-13;17 082 614,21;0,00;0,00
2022-12-14;17 321 526,21;0,00;0,00
2022-12-15;17 293 370,21;0,00;0,00
2022-12-16;17 481 520,21;0,00;0,00
2022-12-17;17 481 520,21;0,00;0,00
2022-12-18;17 481 520,21;0,00;0,00
2022-12-19;17 982 800,21;0,00;0,00
2022-12-20;18 455 926,21;0,00;0,00
2022-12-21;18 840 458,21;0,00;0,00
2022-12-22;18 273 348,21;0,00;0,00
2022-12-23;18 464 526,21;0,00;0,00
2022-12-24;18 464 526,21;0,00;0,00
2022-12-25;18 464 526,21;0,00;0,00
2022-12-26;18 343 502,21;0,00;0,00
2022-12-27;18 727 906,21;0,00;0,00
2022-12-28;19 013 726,21;0,00;0,00
2022-12-29;19 002 970,21;0,00;0,00
2022-12-30;18 724 326,21;0,00;0,00
2022-12-31;18 724 149,21;0,00;0,00
2023-01-01;18 729 414,01;0,00;0,00
2023-01-02;18 729 414,01;0,00;0,00
2023-01-03;19 123 170,01;0,00;0,00
2023-01-04;19 352 814,01;0,00;0,00
2023-01-05;19 439 214,01;0,00;0,00
2023-01-06;19 477 390,01;0,00;0,00
2023-01-07;19 477 390,01;0,00;0,00
2023-01-08;19 477 390,01;0,00;0,00
2023-01-09;19 254 392,01;0,00;0,00
2023-01-10;19 306 814,01;0,00;0,00
2023-01-11;19 006 392,01;0,00;0,00
2023-01-12;18 872 692,01;0,00;0,00
2023-01-13;19 121 214,01;0,00;0,00
2023-01-14;19 121 214,01;0,00;0,00
2023-01-15;19 121 214,01;0,00;0,00
2023-01-16;19 178 614,01;0,00;0,00
2023-01-17;19 231 214,01;0,00;0,00
2023-01-18;19 246 614,01;0,00;0,00
2023-01-19;19 238 074,01;0,00;0,00
2023-01-20;19 235 992,01;0,00;0,00
2023-01-21;19 235 992,01;0,00;0,00
2023-01-22;19 235 992,01;0,00;0,00
2023-01-23;19 216 858,01;0,00;0,00
2023-01-24;19 365 570,01;0,00;0,00
2023-01-25;19 435 054,01;0,00;0,00
2023-01-26;19 487 192,01;0,00;0,00
2023-01-27;19 470 100,01;0,00;0,00
2023-01-28;19 470 100,01;0,00;0,00
2023-01-29;19 470 100,01;0,00;0,00
2023-01-30;19 651 814,01;0,00;0,00
2023-01-31;19 590 437,93;0,00;0,00
2023-02-01;19 770 895,93;0,00;0,00
2023-02-02;19 808 181,93;0,00;0,00
2023-02-03;19 637 915,93;0,00;0,00
2023-02-04;19 637 915,93;0,00;0,00
2023-02-05;19 637 915,93;0,00;0,00
2023-02-06;19 602 159,93;0,00;0,00
2023-02-07;19 657 667,93;0,00;0,00
2023-02-08;19 957 157,93;0,00;0,00
2023-02-09;20 133 493,93;0,00;0,00
2023-02-10;20 049 705,93;0,00;0,00
2023-02-11;20 049 705,93;0,00;0,00
2023-02-12;20 049 705,93;0,00;0,00
2023-02-13;20 186 293,93;0,00;0,00
2023-02-14;20 122 649,93;0,00;0,00
2023-02-15;20 197 193,93;0,00;0,00
2023-02-16;20 253 993,93;0,00;0,00
2023-02-17;20 044 337,93;0,00;0,00
2023-02-18;20 044 337,93;0,00;0,00
2023-02-19;20 044 337,93;0,00;0,00
2023-02-20;20 257 737,93;0,00;0,00
2023-02-21;20 235 225,93;0,00;0,00
2023-02-22;20 277 449,93;0,00;0,00
2023-02-23;20 277 449,93;0,00;0,00
2023-02-24;20 348 015,93;0,00;0,00
2023-02-25;20 348 015,93;0,00;0,00
2023-02-26;20 348 015,93;0,00;0,00
2023-02-27;20 026 557,93;0,00;0,00
2023-02-28;20 161 698,47;0,00;0,00
2023-03-01;20 335 430,47;0,00;0,00
2023-03-02;20 341 876,47;0,00;0,00
2023-03-03;20 500 698,47;0,00;0,00
2023-03-04;20 500 698,47;0,00;0,00
2023-03-05;20 500 698,47;0,00;0,00
2023-03-06;20 482 266,47;0,00;0,00
2023-03-07;20 420 430,47;0,00;0,00
2023-03-08;20 420 430,47;0,00;0,00
2023-03-09;20 417 110,47;0,00;0,00
2023-03-10;20 646 320,47;0,00;0,00
2023-03-11;20 646 320,47;0,00;0,00
2023-03-12;20 646 320,47;0,00;0,00
2023-03-13;20 776 476,47;0,00;0,00
2023-03-14;20 822 008,47;0,00;0,00
2023-03-15;21 140 676,47;0,00;0,00
2023-03-16;21 236 986,47;0,00;0,00
2023-03-17;21 547 898,47;0,00;0,00
2023-03-18;21 547 898,47;0,00;0,00
2023-03-19;21 547 898,47;0,00;0,00
2023-03-20;21 755 798,47;0,00;0,00
2023-03-21;21 579 742,47;0,00;0,00
2023-03-22;21 521 920,47;0,00;0,00
2023-03-23;21 466 456,47;0,00;0,00
2023-03-24;21 628 120,47;0,00;0,00
2023-03-25;21 628 120,47;0,00;0,00
2023-03-26;21 628 120,47;0,00;0,00
2023-03-27;21 478 136,47;0,00;0,00
2023-03-28;21 587 120,47;0,00;0,00
2023-03-29;21 630 720,47;0,00;0,00
2023-03-30;21 648 476,47;0,00;0,00
2023-03-31;21 812 893,39;0,00;0,00
2023-04-01;21 812 893,39;0,00;0,00
2023-04-02;21 812 893,39;0,00;0,00
2023-04-03;22 110 827,39;0,00;0,00
2023-04-04;22 377 649,39;0,00;0,00
2023-04-05;22 402 691,39;0,00;0,00
2023-04-06;22 766 939,39;0,00;0,00
2023-04-07;22 708 691,39;0,00;0,00
2023-04-08;22 708 691,39;0,00;0,00
2023-04-09;22 708 691,39;0,00;0,00
2023-04-10;22 810 627,39;0,00;0,00
2023-04-11;23 065 449,39;0,00;0,00
2023-04-12;23 042 223,39;0,00;0,00
2023-04-13;23 125 605,39;0,00;0,00
2023-04-14;23 041 849,39;0,00;0,00
2023-04-15;23 041 849,39;0,00;0,00
2023-04-16;23 041 849,39;0,00;0,00
2023-04-17;22 813 647,39;0,00;0,00
2023-04-18;22 965 027,39;0,00;0,00
2023-04-19;22 877 071,39;0,00;0,00
2023-04-20;22 885 271,39;0,00;0,00
2023-04-21;22 793 249,39;0,00;0,00
2023-04-22;22 793 249,39;0,00;0,00
2023-04-23;22 793 249,39;0,00;0,00
2023-04-24;22 722 649,39;0,00;0,00
2023-04-25;22 770 093,39;0,00;0,00
2023-04-26;22 862 205,39;0,00;0,00
2023-04-27;22 713 247,39;0,00;0,00
2023-04-28;22 534 249,39;0,00;0,00
2023-04-29;22 534 249,39;0,00;0,00
2023-04-30;22 539 221,47;0,00;0,00
2023-05-01;22 539 221,47;0,00;0,00
2023-05-02;22 559 027,47;0,00;0,00
2023-05-03;22 495 199,47;0,00;0,00
2023-05-04;22 314 221,47;0,00;0,00
2023-05-05;21 987 599,47;0,00;0,00
2023-05-06;21 987 599,47;0,00;0,00
2023-05-07;21 987 599,47;0,00;0,00
2023-05-08;22 193 621,47;0,00;0,00
2023-05-09;22 193 621,47;0,00;0,00
2023-05-10;21 700 579,47;0,00;0,00
2023-05-11;21 893 819,47;0,00;0,00
2023-05-12;21 952 621,47;0,00;0,00
2023-05-13;21 952 621,47;0,00;0,00
2023-05-14;21 952 621,47;0,00;0,00
2023-05-15;22 344 999,47;0,00;0,00
2023-05-16;22 450 863,47;0,00;0,00
2023-05-17;22 250 843,47;0,00;0,00
2023-05-18;22 230 381,47;0,00;0,00
2023-05-19;22 209 599,47;0,00;0,00
2023-05-20;22 209 599,47;0,00;0,00
2023-05-21;22 209 599,47;0,00;0,00
2023-05-22;22 173 621,47;0,00;0,00
2023-05-23;22 120 049,47;0,00;0,00
2023-05-24;22 180 799,47;0,00;0,00
2023-05-25;22 081 221,47;0,00;0,00
2023-05-26;21 967 487,47;0,00;0,00
2023-05-27;21 967 487,47;0,00;0,00
2023-05-28;21 967 487,47;0,00;0,00
2023-05-29;22 165 933,47;0,00;0,00
2023-05-30;22 275 621,47;0,00;0,00
2023-05-31;22 275 400,63;0,00;0,00
2023-06-01;22 255 822,63;0,00;0,00
2023-06-02;22 404 778,63;0,00;0,00
2023-06-03;22 404 778,63;0,00;0,00
2023-06-04;22 404 778,63;0,00;0,00
2023-06-05;22 208 300,63;0,00;0,00
2023-06-06;22 293 000,63;0,00;0,00
2023-06-07;22 387 402,63;0,00;0,00
2023-06-08;22 642 600,63;0,00;0,00
2023-06-09;22 578 578,63;0,00;0,00
2023-06-10;22 578 578,63;0,00;0,00
2023-06-11;22 578 578,63;0,00;0,00
2023-06-12;22 578 578,63;0,00;0,00
2023-06-13;22 883 600,63;0,00;0,00
2023-06-14;22 925 712,63;0,00;0,00
2023-06-15;22 759 178,63;0,00;0,00
2023-06-16;22 870 156,63;0,00;0,00
2023-06-17;22 870 156,63;0,00;0,00
2023-06-18;22 870 156,63;0,00;0,00
2023-06-19;22 843 556,63;0,00;0,00
2023-06-20;22 870 178,63;0,00;0,00
2023-06-21;22 673 266,63;0,00;0,00
2023-06-22;22 619 580,63;0,00;0,00
2023-06-23;22 697 778,63;0,00;0,00
2023-06-24;22 697 778,63;0,00;0,00
2023-06-25;22 697 778,63;0,00;0,00
2023-06-26;22 864 178,63;0,00;0,00
2023-06-27;22 855 578,63;0,00;0,00
2023-06-28;23 021 378,63;0,00;0,00
2023-06-29;23 268 778,63;0,00;0,00
2023-06-30;23 746 754,91;0,00;0,00
2023-07-01;23 746 754,91;0,00;0,00
2023-07-02;23 746 754,91;0,00;0,00
2023-07-03;23 556 376,91;0,00;0,00
2023-07-04;23 741 512,91;0,00;0,00
2023-07-05;24 065 556,91;0,00;0,00
2023-07-06;24 143 505,74;0,00;0,00
2023-07-07;24 181 683,74;0,00;0,00
2023-07-08;24 181 683,74;0,00;0,00
2023-07-09;24 181 683,74;0,00;0,00
2023-07-10;23 997 327,74;0,00;0,00
2023-07-11;24 045 241,74;0,00;0,00
2023-07-12;24 227 305,74;0,00;0,00
2023-07-13;24 114 949,74;0,00;0,00
2023-07-14;24 207 883,74;0,00;0,00
2023-07-15;24 207 883,74;0,00;0,00
2023-07-16;24 207 883,74;0,00;0,00
2023-07-17;24 302 105,74;0,00;0,00
2023-07-18;24 391 061,74;0,00;0,00
2023-07-19;24 467 261,74;0,00;0,00
2023-07-20;24 394 417,74;0,00;0,00
2023-07-21;24 476 927,74;0,00;0,00
2023-07-22;24 476 927,74;0,00;0,00
2023-07-23;24 476 927,74;0,00;0,00
2023-07-24;24 328 483,74;0,00;0,00
2023-07-25;24 356 039,74;0,00;0,00
2023-07-26;24 364 305,74;0,00;0,00
2023-07-27;24 378 105,74;0,00;0,00
2023-07-28;24 561 285,74;0,00;0,00
2023-07-29;24 561 285,74;0,00;0,00
2023-07-30;24 561 285,74;0,00;0,00
2023-07-31;24 647 951,58;0,00;0,00
2023-08-01;24 670 709,58;0,00;0,00
2023-08-02;24 893 107,58;0,00;0,00
2023-08-03;24 940 973,58;0,00;0,00
2023-08-04;25 242 929,58;0,00;0,00
2023-08-05;25 242 929,58;0,00;0,00
2023-08-06;25 242 929,58;0,00;0,00
2023-08-07;25 177 129,58;0,00;0,00
2023-08-08;25 453 329,58;0,00;0,00
2023-08-09;25 370 595,58;0,00;0,00
2023-08-10;25 541 799,58;0,00;0,00
2023-08-11;25 865 151,58;0,00;0,00
2023-08-12;25 865 151,58;0,00;0,00
2023-08-13;25 865 151,58;0,00;0,00
2023-08-14;25 433 530,98;0,00;0,00
2023-08-15;25 439 550,98;0,00;0,00
2023-08-16;24 894 469,19;0,00;0,00
2023-08-17;24 791 275,19;0,00;0,00
2023-08-18;24 790 183,19;0,00;0,00
2023-08-19;24 790 183,19;0,00;0,00
2023-08-20;24 790 183,19;0,00;0,00
2023-08-21;24 751 209,19;0,00;0,00
2023-08-22;24 917 609,19;0,00;0,00
2023-08-23;25 089 469,19;0,00;0,00
2023-08-24;25 274 069,19;0,00;0,00
2023-08-25;25 372 817,19;0,00;0,00
2023-08-26;25 372 817,19;0,00;0,00
2023-08-27;25 372 817,19;0,00;0,00
2023-08-28;25 497 669,19;0,00;0,00
2023-08-29;25 580 869,19;0,00;0,00
2023-08-30;25 700 469,19;0,00;0,00
2023-08-31;25 620 248,83;0,00;0,00
2023-09-01;25 682 856,83;0,00;0,00
2023-09-02;25 682 856,83;0,00;0,00
2023-09-03;25 682 856,83;0,00;0,00
2023-09-04;25 765 822,83;0,00;0,00
2023-09-05;25 903 674,83;0,00;0,00
2023-09-06;25 869 900,83;0,00;0,00
2023-09-07;25 867 274,83;0,00;0,00
2023-09-08;25 733 374,83;0,00;0,00
2023-09-09;25 733 374,83;0,00;0,00
2023-09-10;25 733 374,83;0,00;0,00
2023-09-11;25 331 622,83;0,00;0,00
2023-09-12;25 139 300,83;0,00;0,00
2023-09-13;25 378 448,83;0,00;0,00
2023-09-14;25 409 752,83;0,00;0,00
2023-09-15;25 589 074,83;0,00;0,00
2023-09-16;25 589 074,83;0,00;0,00
2023-09-17;25 589 074,83;0,00;0,00
2023-09-18;25 586 474,83;0,00;0,00
2023-09-19;25 604 752,83;0,00;0,00
2023-09-20;25 615 126,83;0,00;0,00
2023-09-21;25 342 022,83;0,00;0,00
