date;valuation;cashIn;cashOut
2018-09-26;1 524 084,49;0,00;0,00
2018-09-27;1 507 122,29;0,00;0,00
2018-09-28;1 559 791,04;0,00;0,00
2018-09-29;1 555 382,84;0,00;0,00
2018-09-30;1 555 382,84;0,00;0,00
2018-10-01;1 529 244,84;0,00;0,00
2018-10-02;1 578 593,04;0,00;0,00
2018-10-03;1 549 913,84;0,00;0,00
2018-10-04;1 550 881,24;0,00;0,00
2018-10-05;1 562 385,04;0,00;0,00
2018-10-06;1 569 864,04;0,00;0,00
2018-10-07;1 569 864,04;0,00;0,00
2018-10-08;1 527 218,04;0,00;0,00
2018-10-09;1 547 995,04;0,00;0,00
2018-10-10;1 524 503,64;0,00;0,00
2018-10-11;1 552 411,64;0,00;0,00
2018-10-12;1 565 670,64;0,00;0,00
2018-10-13;1 551 313,84;0,00;0,00
2018-10-14;1 551 313,84;0,00;0,00
2018-10-15;1 568 357,84;0,00;0,00
2018-10-16;1 566 930,44;0,00;0,00
2018-10-17;1 555 123,04;0,00;0,00
2018-10-18;1 543 620,84;0,00;0,00
2018-10-19;1 550 714,44;0,00;0,00
2018-10-20;1 552 338,04;0,00;0,00
2018-10-21;1 552 338,04;0,00;0,00
2018-10-22;1 541 928,04;0,00;0,00
2018-10-23;1 560 339,04;0,00;0,00
2018-10-24;1 552 537,84;0,00;0,00
2018-10-25;1 551 740,24;0,00;0,00
2018-10-26;1 564 388,84;0,00;0,00
2018-10-27;1 562 353,04;0,00;0,00
2018-10-28;1 562 353,04;0,00;0,00
2018-10-29;1 551 859,04;0,00;0,00
2018-10-30;1 528 818,24;0,00;0,00
2018-10-31;1 509 877,63;0,00;0,00
2018-11-01;1 552 637,63;0,00;0,00
2018-11-02;1 573 430,63;0,00;0,00
2018-11-03;1 572 138,23;0,00;0,00
2018-11-04;1 572 138,23;0,00;0,00
2018-11-05;1 572 138,23;0,00;0,00
2018-11-06;1 536 538,23;0,00;0,00
2018-11-07;1 554 525,63;0,00;0,00
2018-11-08;1 529 756,43;0,00;0,00
2018-11-09;1 491 477,03;0,00;0,00
2018-11-10;1 502 892,63;0,00;0,00
2018-11-11;1 502 892,63;0,00;0,00
2018-11-12;1 488 002,63;0,00;0,00
2018-11-13;1 493 348,43;0,00;0,00
2018-11-14;1 505 571,63;0,00;0,00
2018-11-15;1 529 835,03;0,00;0,00
2018-11-16;1 526 032,23;0,00;0,00
2018-11-17;1 514 821,83;0,00;0,00
2018-11-18;1 514 821,83;0,00;0,00
2018-11-19;1 522 733,83;0,00;0,00
2018-11-20;1 503 179,83;0,00;0,00
2018-11-21;1 527 181,83;0,00;0,00
2018-11-22;1 528 443,03;0,00;0,00
2018-11-23;1 495 764,63;0,00;0,00
2018-11-24;1 496 839,23;0,00;0,00
2018-11-25;1 496 839,23;0,00;0,00
2018-11-26;1 495 499,23;0,00;0,00
2018-11-27;1 501 245,63;0,00;0,00
2018-11-28;1 502 114,03;0,00;0,00
2018-11-29;1 528 904,83;0,00;0,00
2018-11-30;1 488 640,46;0,00;0,00
2018-12-01;1 486 827,86;0,00;0,00
2018-12-02;1 486 827,86;0,00;0,00
2018-12-03;1 937 437,86;400 000,00;0,00
2018-12-04;1 947 744,66;0,00;0,00
2018-12-05;1 933 149,46;0,00;0,00
2018-12-06;1 937 266,46;0,00;0,00
2018-12-07;1 954 239,46;0,00;0,00
2018-12-08;1 957 569,46;0,00;0,00
2018-12-09;1 957 569,46;0,00;0,00
2018-12-10;1 956 239,46;0,00;0,00
2018-12-11;1 951 949,66;0,00;0,00
2018-12-12;1 968 574,46;0,00;0,00
2018-12-13;1 964 485,86;0,00;0,00
2018-12-14;1 936 100,86;0,00;0,00
2018-12-15;1 939 317,46;0,00;0,00
2018-12-16;1 939 317,46;0,00;0,00
2018-12-17;1 952 468,92;0,00;0,00
2018-12-18;2 597 103,87;600 000,00;0,00
2018-12-19;2 677 378,47;0,00;0,00
2018-12-20;2 701 592,67;0,00;0,00
2018-12-21;2 670 394,07;0,00;0,00
2018-12-22;2 686 969,07;0,00;0,00
2018-12-23;2 686 969,07;0,00;0,00
2018-12-24;2 696 374,07;0,00;0,00
2018-12-25;2 698 547,87;0,00;0,00
2018-12-26;2 870 402,87;0,00;0,00
2018-12-27;2 931 071,07;0,00;0,00
2018-12-28;2 974 284,07;0,00;0,00
2018-12-29;3 008 536,07;0,00;0,00
2018-12-30;2 999 516,67;0,00;0,00
2018-12-31;3 009 446,79;0,00;0,00
2019-01-01;3 000 427,39;0,00;0,00
2019-01-02;3 009 446,79;0,00;0,00
2019-01-03;3 000 783,47;0,00;0,00
2019-01-04;3 358 630,45;400 000,00;0,00
2019-01-05;3 417 470,85;0,00;0,00
2019-01-06;3 417 470,85;0,00;0,00
2019-01-07;3 358 630,45;0,00;0,00
2019-01-08;3 885 330,93;600 000,00;0,00
2019-01-09;3 903 915,73;0,00;0,00
2019-01-10;3 889 595,38;0,00;0,00
2019-01-11;3 878 220,34;0,00;0,00
2019-01-12;3 880 221,94;0,00;0,00
2019-01-13;3 880 221,94;0,00;0,00
2019-01-14;3 879 903,16;0,00;0,00
2019-01-15;3 868 816,96;0,00;0,00
2019-01-16;3 823 732,65;0,00;0,00
2019-01-17;3 798 296,05;0,00;0,00
2019-01-18;3 759 224,33;0,00;0,00
2019-01-19;3 761 683,93;0,00;0,00
2019-01-20;3 761 683,93;0,00;0,00
2019-01-21;3 743 899,73;0,00;0,00
2019-01-22;3 753 088,73;0,00;0,00
2019-01-23;3 720 571,45;0,00;0,00
2019-01-24;3 687 351,21;0,00;0,00
2019-01-25;3 784 205,89;0,00;0,00
2019-01-26;3 780 553,89;0,00;0,00
2019-01-27;3 780 553,89;0,00;0,00
2019-01-28;3 808 828,29;0,00;0,00
2019-01-29;3 828 147,29;0,00;0,00
2019-01-30;3 810 464,89;0,00;0,00
2019-01-31;3 825 690,41;0,00;0,00
2019-02-01;3 798 853,41;0,00;0,00
2019-02-02;3 805 677,81;0,00;0,00
2019-02-03;3 805 677,81;0,00;0,00
2019-02-04;3 783 083,41;0,00;0,00
2019-02-05;3 778 029,41;0,00;0,00
2019-02-06;3 774 575,41;0,00;0,00
2019-02-07;3 765 290,41;0,00;0,00
2019-02-08;3 765 464,41;0,00;0,00
2019-02-09;3 776 587,61;0,00;0,00
2019-02-10;3 776 587,61;0,00;0,00
2019-02-11;3 767 005,65;0,00;0,00
2019-02-12;3 752 440,65;0,00;0,00
2019-02-13;3 800 458,65;0,00;0,00
2019-02-14;3 824 798,65;0,00;0,00
2019-02-15;3 799 382,65;0,00;0,00
2019-02-16;3 817 176,25;0,00;0,00
2019-02-17;3 817 176,25;0,00;0,00
2019-02-18;3 814 131,65;0,00;0,00
2019-02-19;3 804 578,65;0,00;0,00
2019-02-20;3 807 292,65;0,00;0,00
2019-02-21;3 760 827,65;0,00;0,00
2019-02-22;3 757 508,65;0,00;0,00
2019-02-23;3 762 894,25;0,00;0,00
2019-02-24;3 762 894,25;0,00;0,00
2019-02-25;3 759 042,65;0,00;0,00
2019-02-26;3 775 979,65;0,00;0,00
2019-02-27;3 765 099,65;0,00;0,00
2019-02-28;3 746 986,84;0,00;0,00
2019-03-01;3 691 580,84;0,00;0,00
2019-03-02;3 686 058,84;0,00;0,00
2019-03-03;3 686 058,84;0,00;0,00
2019-03-04;3 618 767,84;0,00;0,00
2019-03-05;3 628 772,84;0,00;0,00
2019-03-06;3 645 436,84;0,00;0,00
2019-03-07;3 653 609,84;0,00;0,00
2019-03-08;3 653 609,84;0,00;0,00
2019-03-09;3 639 622,24;0,00;0,00
2019-03-10;3 639 622,24;0,00;0,00
2019-03-11;3 675 579,84;0,00;0,00
2019-03-12;3 664 314,84;0,00;0,00
2019-03-13;3 654 974,84;0,00;0,00
2019-03-14;3 612 839,84;0,00;0,00
2019-03-15;3 588 986,48;0,00;0,00
2019-03-16;3 615 610,88;0,00;0,00
2019-03-17;3 615 610,88;0,00;0,00
2019-03-18;3 532 298,60;0,00;0,00
2019-03-19;3 547 191,00;0,00;0,00
2019-03-20;3 500 579,40;0,00;0,00
2019-03-21;3 503 994,76;0,00;0,00
2019-03-22;3 569 211,96;0,00;0,00
2019-03-23;3 530 073,96;0,00;0,00
2019-03-24;3 530 073,96;0,00;0,00
2019-03-25;3 548 148,36;0,00;0,00
2019-03-26;3 546 461,56;0,00;0,00
2019-03-27;3 574 351,96;0,00;0,00
2019-03-28;3 525 017,07;0,00;0,00
2019-03-29;3 602 620,30;0,00;0,00
2019-03-30;3 566 508,30;0,00;0,00
2019-03-31;3 566 508,30;0,00;0,00
2019-04-01;3 569 874,70;0,00;0,00
2019-04-02;3 569 504,70;0,00;0,00
2019-04-03;3 552 143,10;0,00;0,00
2019-04-04;3 569 424,90;0,00;0,00
2019-04-05;3 570 577,70;0,00;0,00
2019-04-06;3 573 265,70;0,00;0,00
2019-04-07;3 573 265,70;0,00;0,00
2019-04-08;3 561 753,70;0,00;0,00
2019-04-09;3 568 559,90;0,00;0,00
2019-04-10;3 506 962,10;0,00;0,00
2019-04-11;3 461 451,70;0,00;0,00
2019-04-12;3 425 636,10;0,00;0,00
2019-04-13;3 432 320,10;0,00;0,00
2019-04-14;3 432 320,10;0,00;0,00
2019-04-15;3 412 802,70;0,00;0,00
2019-04-16;3 389 740,70;0,00;0,00
2019-04-17;3 366 569,82;0,00;0,00
2019-04-18;3 370 519,82;0,00;0,00
2019-04-19;3 375 033,22;0,00;0,00
2019-04-20;3 371 800,42;0,00;0,00
2019-04-21;3 371 800,42;0,00;0,00
2019-04-22;3 364 122,02;0,00;0,00
2019-04-23;3 289 273,22;0,00;0,00
2019-04-24;3 404 419,02;0,00;0,00
2019-04-25;3 445 023,22;0,00;0,00
2019-04-26;3 483 986,62;0,00;0,00
2019-04-27;3 482 917,42;0,00;0,00
2019-04-28;3 482 917,42;0,00;0,00
2019-04-29;3 401 268,02;0,00;0,00
2019-04-30;3 422 523,57;0,00;0,00
2019-05-01;3 422 523,57;0,00;0,00
2019-05-02;3 390 266,17;0,00;0,00
2019-05-03;3 468 984,97;0,00;0,00
2019-05-04;3 452 925,37;0,00;0,00
2019-05-05;3 452 925,37;0,00;0,00
2019-05-06;3 471 968,97;0,00;0,00
2019-05-07;3 481 066,57;0,00;0,00
2019-05-08;3 449 486,57;0,00;0,00
2019-05-09;3 449 486,57;0,00;0,00
2019-05-10;3 432 693,37;0,00;0,00
2019-05-11;3 438 226,57;0,00;0,00
2019-05-12;3 438 226,57;0,00;0,00
2019-05-13;3 449 663,77;0,00;0,00
2019-05-14;3 412 615,77;0,00;0,00
2019-05-15;3 376 771,77;0,00;0,00
2019-05-16;3 287 338,09;0,00;0,00
2019-05-17;3 245 274,09;0,00;0,00
2019-05-18;3 240 640,49;0,00;0,00
2019-05-19;3 240 640,49;0,00;0,00
2019-05-20;3 231 872,09;0,00;0,00
2019-05-21;3 214 616,09;0,00;0,00
2019-05-22;3 222 070,09;0,00;0,00
2019-05-23;3 311 018,09;0,00;0,00
2019-05-24;3 270 712,09;0,00;0,00
2019-05-25;3 275 131,29;0,00;0,00
2019-05-26;3 275 131,29;0,00;0,00
2019-05-27;3 266 888,09;0,00;0,00
2019-05-28;3 192 938,09;0,00;0,00
2019-05-29;3 269 358,09;0,00;0,00
2019-05-30;3 315 277,29;0,00;0,00
2019-05-31;3 363 008,83;0,00;0,00
2019-06-01;3 361 517,63;0,00;0,00
2019-06-02;3 361 517,63;0,00;0,00
2019-06-03;3 424 640,83;0,00;0,00
2019-06-04;3 399 996,83;0,00;0,00
2019-06-05;3 429 618,83;0,00;0,00
2019-06-06;3 447 122,83;0,00;0,00
2019-06-07;3 482 700,83;0,00;0,00
2019-06-08;3 490 204,83;0,00;0,00
2019-06-09;3 490 204,83;0,00;0,00
2019-06-10;3 344 684,83;0,00;0,00
2019-06-11;3 335 104,83;0,00;0,00
2019-06-12;3 335 104,83;0,00;0,00
2019-06-13;3 388 033,63;0,00;0,00
2019-06-14;3 379 273,63;0,00;0,00
2019-06-15;3 380 956,83;0,00;0,00
2019-06-16;3 380 956,83;0,00;0,00
2019-06-17;3 347 305,63;0,00;0,00
2019-06-18;3 375 985,63;0,00;0,00
2019-06-19;3 346 795,63;0,00;0,00
2019-06-20;3 413 783,63;0,00;0,00
2019-06-21;3 398 029,63;0,00;0,00
2019-06-22;3 401 373,63;0,00;0,00
2019-06-23;3 401 373,63;0,00;0,00
2019-06-24;3 394 347,63;0,00;0,00
2019-06-25;3 410 391,03;0,00;0,00
2019-06-26;3 392 935,03;0,00;0,00
2019-06-27;3 349 433,03;0,00;0,00
2019-06-28;3 390 456,38;0,00;0,00
2019-06-29;3 385 195,58;0,00;0,00
2019-06-30;3 385 195,58;0,00;0,00
2019-07-01;3 328 862,38;0,00;0,00
2019-07-02;3 372 664,38;0,00;0,00
2019-07-03;3 415 998,38;0,00;0,00
2019-07-04;3 412 380,38;0,00;0,00
2019-07-05;3 341 316,38;0,00;0,00
2019-07-06;3 334 327,58;0,00;0,00
2019-07-07;3 334 327,58;0,00;0,00
2019-07-08;3 323 088,38;0,00;0,00
2019-07-09;3 368 710,38;0,00;0,00
2019-07-10;3 336 334,38;0,00;0,00
2019-07-11;3 295 096,38;0,00;0,00
2019-07-12;3 307 684,38;0,00;0,00
2019-07-13;3 309 057,18;0,00;0,00
2019-07-14;3 309 057,18;0,00;0,00
2019-07-15;3 302 578,38;0,00;0,00
2019-07-16;3 459 750,38;0,00;0,00
2019-07-17;3 549 887,22;0,00;0,00
2019-07-18;3 685 554,22;0,00;0,00
2019-07-19;3 667 284,22;0,00;0,00
2019-07-20;3 661 255,42;0,00;0,00
2019-07-21;3 661 255,42;0,00;0,00
2019-07-22;3 725 928,22;0,00;0,00
2019-07-23;3 756 200,22;0,00;0,00
2019-07-24;3 777 489,42;0,00;0,00
2019-07-25;3 776 557,62;0,00;0,00
2019-07-26;3 779 315,18;0,00;0,00
2019-07-27;3 771 622,38;0,00;0,00
2019-07-28;3 771 622,38;0,00;0,00
2019-07-29;3 788 574,18;0,00;0,00
2019-07-30;3 834 031,78;0,00;0,00
2019-07-31;3 790 146,56;0,00;0,00
2019-08-01;3 779 141,96;0,00;0,00
2019-08-02;4 011 441,40;0,00;0,00
2019-08-03;3 991 275,00;0,00;0,00
2019-08-04;3 991 275,00;0,00;0,00
2019-08-05;4 062 777,20;0,00;0,00
2019-08-06;4 105 773,60;0,00;0,00
2019-08-07;4 289 573,00;0,00;0,00
2019-08-08;4 187 354,40;0,00;0,00
2019-08-09;4 244 911,60;0,00;0,00
2019-08-10;4 244 009,20;0,00;0,00
2019-08-11;4 244 009,20;0,00;0,00
2019-08-12;4 272 637,80;0,00;0,00
2019-08-13;4 169 175,60;0,00;0,00
2019-08-14;4 328 528,00;0,00;0,00
2019-08-15;4 328 768,80;0,00;0,00
2019-08-16;4 348 589,20;0,00;0,00
2019-08-17;4 331 824,40;0,00;0,00
2019-08-18;4 331 824,40;0,00;0,00
2019-08-19;4 370 205,40;0,00;0,00
2019-08-20;4 364 662,00;0,00;0,00
2019-08-21;4 263 948,80;0,00;0,00
2019-08-22;4 228 481,00;0,00;0,00
2019-08-23;4 371 173,40;0,00;0,00
2019-08-24;4 359 000,60;0,00;0,00
2019-08-25;4 359 000,60;0,00;0,00
2019-08-26;4 416 257,00;0,00;0,00
2019-08-27;4 600 878,60;0,00;0,00
2019-08-28;4 686 669,00;0,00;0,00
2019-08-29;4 730 242,20;0,00;0,00
2019-08-30;4 710 179,87;0,00;0,00
2019-08-31;4 700 570,27;0,00;0,00
2019-09-01;4 700 570,27;0,00;0,00
2019-09-02;4 711 365,47;0,00;0,00
2019-09-03;4 950 352,27;0,00;0,00
2019-09-04;4 970 469,43;0,00;0,00
2019-09-05;4 863 964,15;0,00;0,00
2019-09-06;4 774 838,55;0,00;0,00
2019-09-07;4 783 417,75;0,00;0,00
2019-09-08;4 783 417,75;0,00;0,00
2019-09-09;4 571 531,35;0,00;0,00
2019-09-10;4 596 011,15;0,00;0,00
2019-09-11;4 566 105,15;0,00;0,00
2019-09-12;4 477 772,75;0,00;0,00
2019-09-13;4 345 074,15;0,00;0,00
2019-09-14;4 349 349,35;0,00;0,00
2019-09-15;4 349 349,35;0,00;0,00
2019-09-16;4 247 744,47;0,00;0,00
2019-09-17;4 350 728,07;0,00;0,00
2019-09-18;4 315 153,67;0,00;0,00
2019-09-19;4 227 946,07;0,00;0,00
2019-09-20;4 174 560,87;0,00;0,00
2019-09-21;4 169 399,27;0,00;0,00
2019-09-22;4 169 399,27;0,00;0,00
2019-09-23;4 338 891,87;0,00;0,00
2019-09-24;4 335 790,67;0,00;0,00
2019-09-25;4 289 421,07;0,00;0,00
2019-09-26;4 165 080,07;0,00;0,00
2019-09-27;4 119 881,87;0,00;0,00
2019-09-28;4 110 861,07;0,00;0,00
2019-09-29;4 110 861,07;0,00;0,00
2019-09-30;4 098 938,71;0,00;0,00
2019-10-01;4 198 441,71;0,00;0,00
2019-10-02;4 245 340,11;0,00;0,00
2019-10-03;4 248 113,11;0,00;0,00
2019-10-04;4 111 706,51;0,00;0,00
2019-10-05;4 124 986,51;0,00;0,00
2019-10-06;4 124 986,51;0,00;0,00
2019-10-07;4 186 127,51;0,00;0,00
2019-10-08;4 264 006,91;0,00;0,00
2019-10-09;4 220 726,11;0,00;0,00
2019-10-10;4 148 083,91;0,00;0,00
2019-10-11;4 153 786,71;0,00;0,00
2019-10-12;4 154 385,11;0,00;0,00
2019-10-13;4 154 385,11;0,00;0,00
2019-10-14;4 176 211,51;0,00;0,00
2019-10-15;4 133 730,91;0,00;0,00
2019-10-16;4 117 624,71;0,00;0,00
2019-10-17;4 171 627,51;0,00;0,00
2019-10-18;4 200 792,11;0,00;0,00
2019-10-19;4 207 006,51;0,00;0,00
2019-10-20;4 207 006,51;0,00;0,00
2019-10-21;4 177 505,91;0,00;0,00
2019-10-22;4 130 628,31;0,00;0,00
2019-10-23;4 145 219,51;0,00;0,00
2019-10-24;4 204 765,11;0,00;0,00
2019-10-25;4 228 071,71;0,00;0,00
2019-10-26;4 232 682,91;0,00;0,00
2019-10-27;4 232 682,91;0,00;0,00
2019-10-28;4 198 654,71;0,00;0,00
2019-10-29;4 244 392,87;0,00;0,00
2019-10-30;4 269 287,31;0,00;0,00
2019-10-31;4 301 188,89;0,00;0,00
2019-11-01;4 227 014,13;0,00;0,00
2019-11-02;4 242 745,33;0,00;0,00
2019-11-03;4 242 745,33;0,00;0,00
2019-11-04;4 227 014,13;0,00;0,00
2019-11-05;4 089 989,97;0,00;0,00
2019-11-06;4 099 477,17;0,00;0,00
2019-11-07;4 010 908,53;0,00;0,00
2019-11-08;3 874 586,94;0,00;0,00
2019-11-09;3 872 612,94;0,00;0,00
2019-11-10;3 872 612,94;0,00;0,00
2019-11-11;3 866 789,70;0,00;0,00
2019-11-12;3 854 104,74;0,00;0,00
2019-11-13;3 916 244,82;0,00;0,00
2019-11-14;3 889 153,58;0,00;0,00
2019-11-15;3 891 963,50;0,00;0,00
2019-11-16;3 895 340,30;0,00;0,00
2019-11-17;3 895 340,30;0,00;0,00
2019-11-18;3 916 151,50;0,00;0,00
2019-11-19;3 962 980,38;0,00;0,00
2019-11-20;3 963 709,14;0,00;0,00
2019-11-21;3 964 169,18;0,00;0,00
2019-11-22;3 913 372,30;0,00;0,00
2019-11-23;3 908 895,10;0,00;0,00
2019-11-24;3 908 895,10;0,00;0,00
2019-11-25;3 904 972,22;0,00;0,00
2019-11-26;3 939 126,82;0,00;0,00
2019-11-27;3 917 514,62;0,00;0,00
2019-11-28;3 913 672,62;0,00;0,00
2019-11-29;3 939 269,20;0,00;0,00
2019-11-30;3 932 666,80;0,00;0,00
2019-12-01;3 932 666,80;0,00;0,00
2019-12-02;3 954 166,44;0,00;0,00
2019-12-03;3 988 263,36;0,00;0,00
2019-12-04;3 837 201,84;0,00;0,00
2019-12-05;3 852 484,68;0,00;0,00
2019-12-06;3 726 747,92;0,00;0,00
2019-12-07;3 725 725,92;0,00;0,00
2019-12-08;3 725 725,92;0,00;0,00
2019-12-09;3 735 970,68;0,00;0,00
2019-12-10;3 715 044,24;0,00;0,00
2019-12-11;3 755 941,06;0,00;0,00
2019-12-12;3 687 972,27;0,00;0,00
2019-12-13;3 724 431,95;0,00;0,00
2019-12-14;3 716 197,55;0,00;0,00
2019-12-15;3 716 197,55;0,00;0,00
2019-12-16;3 684 696,69;0,00;0,00
2019-12-17;3 708 806,25;0,00;0,00
2019-12-18;3 668 116,25;0,00;0,00
2019-12-19;3 637 383,65;0,00;0,00
2019-12-20;3 672 125,09;0,00;0,00
2019-12-21;3 675 835,49;0,00;0,00
2019-12-22;3 675 835,49;0,00;0,00
2019-12-23;3 721 259,09;0,00;0,00
2019-12-24;3 710 669,85;0,00;0,00
2019-12-25;3 698 840,93;0,00;0,00
2019-12-26;3 785 246,75;0,00;0,00
2019-12-27;3 807 919,57;0,00;0,00
2019-12-28;3 807 895,57;0,00;0,00
2019-12-29;3 807 895,57;0,00;0,00
2019-12-30;3 749 813,21;0,00;0,00
2019-12-31;3 750 060,72;0,00;0,00
2020-01-01;3 748 658,33;0,00;0,00
2020-01-02;3 749 793,48;0,00;0,00
2020-01-03;3 603 587,50;0,00;0,00
2020-01-04;3 600 478,70;0,00;0,00
2020-01-05;3 600 478,70;0,00;0,00
2020-01-06;3 565 099,28;0,00;0,00
2020-01-07;3 564 842,03;0,00;0,00
2020-01-08;3 517 921,81;0,00;0,00
2020-01-09;3 388 022,17;0,00;0,00
2020-01-10;3 359 726,41;0,00;0,00
2020-01-11;3 362 977,61;0,00;0,00
2020-01-12;3 362 977,61;0,00;0,00
2020-01-13;3 431 992,13;0,00;0,00
2020-01-14;3 384 265,85;0,00;0,00
2020-01-15;3 373 855,69;0,00;0,00
2020-01-16;3 396 732,77;0,00;0,00
2020-01-17;3 295 399,93;0,00;0,00
2020-01-18;3 295 052,73;0,00;0,00
2020-01-19;3 295 052,73;0,00;0,00
2020-01-20;3 319 741,33;0,00;0,00
2020-01-21;3 322 177,07;0,00;0,00
2020-01-22;3 323 025,67;0,00;0,00
2020-01-23;3 260 935,27;0,00;0,00
2020-01-24;3 288 407,47;0,00;0,00
2020-01-25;3 284 137,07;0,00;0,00
2020-01-26;3 284 137,07;0,00;0,00
2020-01-27;3 490 462,67;0,00;0,00
2020-01-28;3 210 593,07;0,00;0,00
2020-01-29;3 244 970,59;0,00;0,00
2020-01-30;3 499 407,39;0,00;0,00
2020-01-31;3 643 154,49;0,00;0,00
2020-02-01;3 630 730,49;0,00;0,00
2020-02-02;3 630 730,49;0,00;0,00
2020-02-03;3 480 970,69;0,00;0,00
2020-02-04;3 448 658,33;0,00;0,00
2020-02-05;3 369 641,41;0,00;0,00
2020-02-06;3 462 204,01;0,00;0,00
2020-02-07;3 552 247,41;0,00;0,00
2020-02-08;3 541 799,41;0,00;0,00
2020-02-09;3 541 799,41;0,00;0,00
2020-02-10;3 536 061,01;0,00;0,00
2020-02-11;3 345 954,21;0,00;0,00
2020-02-12;3 247 612,61;0,00;0,00
2020-02-13;3 276 767,81;0,00;0,00
2020-02-14;3 298 676,21;0,00;0,00
2020-02-15;3 296 933,81;0,00;0,00
2020-02-16;3 296 933,81;0,00;0,00
2020-02-17;3 278 415,01;0,00;0,00
2020-02-18;3 335 497,21;0,00;0,00
2020-02-19;3 283 710,01;0,00;0,00
2020-02-20;3 369 441,21;0,00;0,00
2020-02-21;3 420 795,41;0,00;0,00
2020-02-22;3 424 448,21;0,00;0,00
2020-02-23;3 424 448,21;0,00;0,00
2020-02-24;3 420 795,41;0,00;0,00
2020-02-25;3 573 216,01;0,00;0,00
2020-02-26;3 469 157,41;0,00;0,00
2020-02-27;3 788 241,21;0,00;0,00
2020-02-28;3 809 634,50;0,00;0,00
2020-02-29;3 811 448,90;0,00;0,00
2020-03-01;3 811 448,90;0,00;0,00
2020-03-02;3 822 988,30;0,00;0,00
2020-03-03;3 754 055,50;0,00;0,00
2020-03-04;3 655 866,90;0,00;0,00
2020-03-05;3 871 429,90;0,00;0,00
2020-03-06;4 196 190,30;0,00;0,00
2020-03-07;4 179 310,30;0,00;0,00
2020-03-08;4 179 310,30;0,00;0,00
2020-03-09;4 196 190,30;0,00;0,00
2020-03-10;4 790 188,30;0,00;0,00
2020-03-11;4 791 055,52;0,00;0,00
2020-03-12;4 795 344,52;0,00;0,00
2020-03-13;4 186 564,79;0,00;0,00
2020-03-14;4 196 015,99;0,00;0,00
2020-03-15;4 196 015,99;0,00;0,00
2020-03-16;4 146 164,08;800 000,00;0,00
2020-03-17;4 002 122,68;200 000,00;0,00
2020-03-18;4 338 306,26;0,00;0,00
2020-03-19;4 315 105,26;0,00;0,00
2020-03-20;4 557 213,06;0,00;0,00
2020-03-21;4 557 213,06;0,00;0,00
2020-03-22;4 557 213,06;0,00;0,00
2020-03-23;4 814 129,46;0,00;0,00
2020-03-24;5 430 845,06;0,00;0,00
2020-03-25;5 706 630,90;0,00;0,00
2020-03-26;5 703 465,70;0,00;0,00
2020-03-27;5 873 316,90;0,00;0,00
2020-03-28;5 873 316,90;0,00;0,00
2020-03-29;5 873 316,90;0,00;0,00
2020-03-30;5 779 168,50;0,00;0,00
2020-03-31;5 501 172,57;0,00;0,00
2020-04-01;5 451 054,17;0,00;0,00
2020-04-02;5 510 852,57;0,00;0,00
2020-04-03;5 331 514,65;0,00;0,00
2020-04-04;5 331 514,65;0,00;0,00
2020-04-05;5 331 514,65;0,00;0,00
2020-04-06;5 509 583,25;0,00;0,00
2020-04-07;5 767 682,29;0,00;0,00
2020-04-08;5 562 307,09;0,00;0,00
2020-04-09;5 582 725,09;0,00;0,00
2020-04-10;5 725 988,29;0,00;0,00
2020-04-11;5 725 988,29;0,00;0,00
2020-04-12;5 725 988,29;0,00;0,00
2020-04-13;5 530 165,09;0,00;0,00
2020-04-14;5 708 309,89;0,00;0,00
2020-04-15;5 759 369,89;0,00;0,00
2020-04-16;5 573 881,89;0,00;0,00
2020-04-17;5 420 111,49;0,00;0,00
2020-04-18;5 420 111,49;0,00;0,00
2020-04-19;5 420 111,49;0,00;0,00
2020-04-20;5 605 109,89;0,00;0,00
2020-04-21;5 690 072,49;0,00;0,00
2020-04-22;5 552 061,69;0,00;0,00
2020-04-23;5 445 631,49;0,00;0,00
2020-04-24;5 303 810,69;0,00;0,00
2020-04-25;5 303 810,69;0,00;0,00
2020-04-26;5 303 810,69;0,00;0,00
2020-04-27;5 413 054,29;0,00;0,00
2020-04-28;5 222 017,89;0,00;0,00
2020-04-29;5 158 325,69;0,00;0,00
2020-04-30;5 264 851,28;0,00;0,00
2020-05-01;5 264 851,28;0,00;0,00
2020-05-02;5 264 851,28;0,00;0,00
2020-05-03;5 264 851,28;0,00;0,00
2020-05-04;5 255 222,48;0,00;0,00
2020-05-05;5 017 149,68;0,00;0,00
2020-05-06;5 161 739,28;0,00;0,00
2020-05-07;5 139 172,68;0,00;0,00
2020-05-08;5 293 149,88;0,00;0,00
2020-05-09;5 293 149,88;0,00;0,00
2020-05-10;5 293 149,88;0,00;0,00
2020-05-11;5 293 149,88;0,00;0,00
2020-05-12;5 303 552,48;0,00;0,00
2020-05-13;5 348 221,88;0,00;0,00
2020-05-14;5 474 711,48;0,00;0,00
2020-05-15;5 892 819,88;0,00;0,00
2020-05-16;5 892 819,88;0,00;0,00
2020-05-17;5 892 819,88;0,00;0,00
2020-05-18;5 964 771,48;0,00;0,00
2020-05-19;6 164 757,28;0,00;0,00
2020-05-20;6 062 688,44;0,00;0,00
2020-05-21;5 691 248,68;0,00;0,00
2020-05-22;5 870 786,96;0,00;0,00
2020-05-23;5 870 786,96;0,00;0,00
2020-05-24;5 870 786,96;0,00;0,00
